Account length,Customer service calls,International plan,Number vmail messages,Total day calls,Total day charge,Total day minutes,Total eve calls,Total eve charge,Total eve minutes,Total intl calls,Total intl charge,Total intl minutes,Total night calls,Total night charge,Total night minutes,Voice mail plan,Changed
132,0,No,10,54,31.09,182.9,68,24.85,292.4,4,3.11,11.5,116,6.4,142.3,Yes,False
29,2,No,0,103,53.24,313.2,151,18.39,216.3,4,3.46,12.8,106,9.83,218.4,No,True
59,0,No,0,100,32.25,189.7,133,9.85,115.9,4,2.0,7.4,115,9.93,220.6,No,False
112,0,No,0,79,28.22,166.0,100,6.34,74.6,7,1.7,6.3,74,11.16,247.9,No,False
128,3,No,0,91,42.04,247.3,60,15.53,182.7,2,3.97,14.7,112,6.44,143.2,No,False
138,1,No,26,83,31.26,183.9,93,20.46,240.7,3,4.05,15.0,125,8.36,185.7,Yes,False
12,2,No,0,98,34.78,204.6,90,18.06,212.5,7,2.65,9.8,95,8.19,182.1,No,False
76,0,No,0,93,29.44,173.2,80,11.15,131.2,3,1.46,5.4,104,7.69,170.9,No,False
50,3,No,22,112,42.99,252.9,99,15.12,177.9,4,2.3,8.5,146,7.13,158.4,Yes,False
94,3,No,0,79,18.36,108.0,152,20.56,241.9,3,2.81,10.4,92,11.34,252.1,No,False
70,1,No,0,91,33.54,197.3,81,25.99,305.8,6,1.81,6.7,105,7.69,171.0,No,False
147,2,No,38,126,41.38,243.4,109,23.27,273.8,8,3.81,14.1,91,12.73,282.9,Yes,False
140,1,No,0,98,27.64,162.6,109,17.53,206.2,2,2.21,8.2,66,6.37,141.6,No,False
84,0,No,42,112,36.43,214.3,107,16.0,188.2,10,3.05,11.3,117,15.01,333.5,Yes,False
122,1,No,0,62,5.97,35.1,89,15.37,180.8,2,3.43,12.7,58,11.32,251.6,No,False
86,1,No,29,79,38.32,225.4,112,15.9,187.1,3,3.48,12.9,112,12.65,281.1,Yes,False
99,4,No,0,87,33.69,198.2,76,17.62,207.3,3,2.35,8.7,113,8.59,190.9,No,False
83,0,No,0,87,34.39,202.3,111,17.13,201.5,4,1.84,6.8,82,4.58,101.7,No,False
114,4,No,28,94,38.39,225.8,117,16.41,193.0,9,2.27,8.4,100,10.46,232.4,Yes,False
111,2,No,0,108,41.91,246.5,89,18.39,216.3,3,3.43,12.7,99,8.08,179.6,No,False
91,0,No,0,109,27.03,159.0,142,21.68,255.1,4,2.73,10.1,73,3.71,82.4,No,False
32,1,No,0,82,29.1,171.2,102,15.78,185.6,7,2.75,10.2,64,9.15,203.3,No,False
130,1,No,0,70,35.21,207.1,115,17.01,200.1,2,3.35,12.4,100,8.74,194.2,No,False
149,7,No,0,61,28.32,166.6,107,18.6,218.8,6,2.21,8.2,131,9.37,208.3,No,False
140,4,Yes,27,124,32.11,188.9,102,13.68,160.9,5,3.11,11.5,100,8.9,197.7,Yes,False
138,3,No,33,139,26.38,155.2,79,22.81,268.3,4,2.62,9.7,71,8.39,186.4,Yes,False
78,1,No,0,64,22.24,130.8,116,19.01,223.7,5,2.7,10.0,108,10.25,227.8,No,False
86,4,No,0,88,38.47,226.3,107,18.96,223.0,3,3.51,13.0,92,11.5,255.6,No,False
55,3,No,39,101,23.68,139.3,117,15.16,178.3,1,2.19,8.1,104,11.09,246.5,Yes,False
118,1,No,0,97,31.86,187.4,89,15.11,177.8,6,3.29,12.2,97,10.5,233.4,No,False
80,1,No,0,100,21.13,124.3,107,14.71,173.0,9,2.13,7.9,62,11.39,253.2,No,False
82,2,No,0,122,45.08,265.2,102,15.19,178.7,9,2.89,10.7,90,7.86,174.7,No,False
77,0,No,0,87,41.68,245.2,83,21.6,254.1,4,2.03,7.5,91,10.77,239.4,No,True
147,3,Yes,35,109,26.78,157.5,67,16.12,189.6,2,3.0,11.1,76,10.22,227.0,Yes,True
93,1,Yes,20,110,31.88,187.5,94,14.43,169.8,4,3.27,12.1,127,7.89,175.3,Yes,False
72,3,No,37,80,37.4,220.0,102,18.47,217.3,6,3.97,14.7,71,6.88,152.8,Yes,False
131,3,No,28,87,42.43,249.6,138,19.31,227.2,3,2.05,7.6,92,10.8,239.9,Yes,False
81,1,No,33,117,27.47,161.6,90,10.46,123.0,5,3.29,12.2,101,11.76,261.3,Yes,False
95,3,No,0,88,26.62,156.6,75,21.05,247.6,5,3.32,12.3,115,8.65,192.3,No,False
94,3,No,0,98,36.06,212.1,89,16.1,189.4,5,2.27,8.4,95,15.85,352.2,No,False
35,2,No,0,67,26.96,158.6,96,11.08,130.4,5,1.86,6.9,80,10.34,229.8,No,False
107,1,No,0,65,39.17,230.4,80,21.88,257.4,3,2.3,8.5,88,4.83,107.3,No,False
131,0,No,39,122,11.75,69.1,136,8.61,101.3,4,2.46,9.1,94,4.72,104.8,Yes,False
111,0,No,0,117,38.23,224.9,127,16.31,191.9,3,2.78,10.3,97,10.35,229.9,No,False
96,5,No,0,115,44.27,260.4,46,12.41,146.0,4,3.11,11.5,87,12.13,269.5,No,False
66,3,No,0,98,19.79,116.4,74,8.13,95.6,3,2.84,10.5,94,8.17,181.5,No,False
66,1,No,0,85,35.31,207.7,112,16.72,196.7,3,1.84,6.8,83,11.78,261.7,No,False
73,0,No,0,80,43.3,254.7,79,7.67,90.2,8,2.86,10.6,60,6.9,153.4,No,False
127,1,No,24,69,26.32,154.8,105,15.06,177.2,4,2.43,9.0,102,9.34,207.6,Yes,False
185,1,No,31,126,32.27,189.8,133,13.88,163.3,3,2.03,7.5,126,11.92,264.8,Yes,False
95,0,No,0,88,33.49,197.0,68,16.18,190.4,8,4.35,16.1,104,9.54,211.9,No,False
59,1,No,0,70,25.53,150.2,98,15.78,185.7,2,3.27,12.1,128,9.56,212.5,No,False
115,1,No,0,97,41.65,245.0,75,21.31,250.7,8,3.7,13.7,124,12.16,270.2,No,True
128,4,No,0,86,33.88,199.3,102,16.56,194.8,2,3.86,14.3,82,13.42,298.2,No,False
146,3,No,32,80,26.18,154.0,91,15.77,185.5,4,2.21,8.2,107,6.67,148.2,Yes,False
180,1,No,33,78,39.41,231.8,79,19.8,232.9,4,2.05,7.6,121,9.31,206.9,Yes,False
94,2,No,0,104,42.94,252.6,125,14.37,169.0,7,3.0,11.1,106,7.69,170.9,No,False
136,7,No,0,83,27.78,163.4,119,21.19,249.3,4,2.65,9.8,90,11.24,249.7,No,False
101,1,No,0,156,40.63,239.0,106,23.21,273.0,8,3.65,13.5,93,12.52,278.2,No,True
80,0,Yes,30,132,31.31,184.2,109,14.24,167.5,10,2.7,10.0,114,9.58,212.8,Yes,False
120,2,No,0,120,42.84,252.0,106,12.77,150.2,1,2.59,9.6,96,6.83,151.8,No,False
84,1,No,0,99,36.91,217.1,68,20.06,236.0,4,2.54,9.4,120,5.32,118.3,No,False
119,1,No,0,108,16.01,94.2,100,22.45,264.1,3,1.97,7.3,79,9.17,203.7,No,False
81,2,No,0,59,24.75,145.6,131,24.47,287.9,4,2.48,9.2,121,8.18,181.7,No,False
166,3,No,0,93,33.93,199.6,99,18.22,214.3,5,1.94,7.2,110,8.86,196.8,No,False
38,2,No,0,86,23.43,137.8,76,24.34,286.3,3,3.81,14.1,77,7.52,167.0,No,False
122,0,Yes,0,132,39.25,230.9,99,20.67,243.2,2,2.97,11.0,57,8.21,182.4,No,True
32,0,No,0,87,39.25,230.9,90,15.93,187.4,2,1.7,6.3,53,6.93,154.0,No,False
123,1,No,39,99,45.97,270.4,110,20.83,245.1,7,4.16,15.4,113,4.9,108.9,Yes,False
122,7,No,27,84,43.13,253.7,109,19.48,229.2,5,2.48,9.2,123,8.57,190.5,Yes,False
99,3,No,31,71,41.5,244.1,58,17.29,203.4,4,2.08,7.7,115,10.53,234.0,Yes,False
80,1,No,0,121,40.78,239.9,51,12.1,142.3,5,2.51,9.3,106,16.39,364.3,No,False
91,0,Yes,24,112,15.9,93.5,128,15.59,183.4,3,2.67,9.9,133,10.83,240.7,Yes,False
133,1,Yes,0,108,21.64,127.3,81,21.36,251.3,3,2.78,10.3,88,6.08,135.0,No,False
105,3,No,0,96,44.08,259.3,97,14.89,175.2,5,3.24,12.0,36,10.01,222.4,No,False
170,2,No,0,106,31.3,184.1,70,17.42,204.9,3,2.65,9.8,133,10.09,224.3,No,False
140,1,No,0,84,21.3,125.3,121,14.25,167.6,4,2.27,8.4,94,11.73,260.6,No,False
130,0,No,0,101,42.84,252.0,105,14.47,170.2,5,1.54,5.7,64,9.41,209.2,No,False
159,1,No,0,103,14.91,87.7,97,23.65,278.2,10,2.84,10.5,93,7.68,170.6,No,False
164,1,No,30,100,40.6,238.8,121,19.55,230.0,8,3.56,13.2,66,9.28,206.3,Yes,False
76,4,No,0,140,18.24,107.3,133,20.25,238.2,3,2.7,10.0,116,12.23,271.8,No,True
111,1,No,0,90,50.1,294.7,72,25.04,294.6,3,2.92,10.8,121,11.7,260.1,No,True
80,2,No,0,114,37.4,220.0,76,17.65,207.7,3,3.27,12.1,137,7.58,168.4,No,False
53,0,No,18,107,24.96,146.8,84,26.35,310.0,7,1.94,7.2,130,8.04,178.7,Yes,False
111,4,No,0,58,29.38,172.8,108,15.56,183.1,3,2.13,7.9,104,7.15,158.8,No,True
31,1,No,28,101,35.79,210.5,86,21.29,250.5,2,3.11,11.5,125,10.87,241.6,Yes,False
123,1,No,0,92,29.27,172.2,76,13.82,162.6,4,2.35,8.7,101,11.26,250.3,No,False
73,1,No,0,92,20.74,122.0,114,11.76,138.3,5,1.57,5.8,128,10.09,224.2,No,False
21,5,No,0,95,15.74,92.6,70,13.76,161.9,3,3.05,11.3,78,12.83,285.0,No,True
87,1,No,0,106,34.88,205.2,122,8.46,99.5,3,3.62,13.4,75,8.53,189.5,No,False
90,4,Yes,0,96,25.19,148.2,111,18.73,220.4,1,2.48,9.2,97,6.04,134.2,No,True
129,1,No,0,145,17.24,101.4,116,21.17,249.1,6,1.92,7.1,107,7.09,157.6,No,False
93,2,No,0,103,29.94,176.1,130,16.97,199.7,6,2.3,8.5,96,11.88,263.9,No,False
137,1,No,0,95,16.58,97.5,82,16.64,195.8,0,0.0,0.0,78,13.0,288.8,No,False
116,1,No,0,84,33.64,197.9,113,14.29,168.1,6,3.24,12.0,145,10.79,239.8,No,False
146,3,Yes,0,135,34.75,204.4,90,18.62,219.1,6,2.84,10.5,114,10.02,222.7,No,False
64,8,No,40,116,35.7,210.0,89,19.78,232.7,4,1.59,5.9,94,7.6,168.8,Yes,False
139,1,No,0,140,37.62,221.3,89,13.41,157.8,6,3.05,11.3,89,8.66,192.5,No,False
193,1,No,0,124,29.05,170.9,95,11.25,132.3,3,3.13,11.6,89,5.08,112.9,No,False
87,5,No,0,83,25.67,151.0,116,18.67,219.7,3,2.62,9.7,127,9.18,203.9,No,True
154,0,No,0,99,28.37,166.9,97,13.17,154.9,5,1.94,7.2,89,8.52,189.4,No,False
62,0,Yes,0,86,27.15,159.7,76,16.79,197.5,6,3.75,13.9,105,5.47,121.6,No,True
137,0,No,19,96,29.8,175.3,146,20.51,241.3,2,2.11,7.8,109,9.51,211.4,Yes,False
77,2,No,0,104,39.75,233.8,94,22.65,266.5,3,2.05,7.6,104,9.57,212.7,No,False
77,5,No,0,89,10.61,62.4,121,14.44,169.9,6,1.54,5.7,64,9.43,209.6,No,True
64,1,No,43,100,20.13,118.4,108,12.25,144.1,6,2.3,8.5,91,7.11,158.1,Yes,False
152,1,No,20,108,36.48,214.6,82,8.21,96.6,5,2.13,7.9,145,7.68,170.7,Yes,False
91,1,Yes,0,115,25.81,151.8,116,8.81,103.6,4,3.29,12.2,86,7.03,156.3,No,False
86,4,No,16,105,24.62,144.8,111,17.53,206.2,2,3.13,11.6,117,11.49,255.4,Yes,False
112,3,No,0,112,36.52,214.8,104,17.82,209.7,5,2.54,9.4,97,7.4,164.4,No,False
149,0,Yes,0,87,29.95,176.2,81,12.33,145.0,4,1.54,5.7,92,11.23,249.5,No,False
98,1,Yes,0,71,26.93,158.4,66,26.06,306.6,4,0.57,2.1,93,6.49,144.2,No,False
25,2,No,0,69,41.24,242.6,117,17.77,209.0,6,3.89,14.4,82,9.89,219.7,No,False
121,0,No,0,110,17.56,103.3,82,10.97,129.1,3,2.89,10.7,113,7.52,167.1,No,False
160,1,No,0,97,20.71,121.8,97,7.59,89.3,5,2.78,10.3,92,6.78,150.7,No,False
151,2,No,0,128,20.21,118.9,65,23.66,278.3,10,3.56,13.2,61,8.77,194.8,No,False
117,2,No,0,94,36.45,214.4,149,11.73,138.0,1,2.67,9.9,102,6.69,148.7,No,False
139,1,Yes,31,82,34.6,203.5,72,17.03,200.3,6,3.62,13.4,112,9.63,214.0,Yes,True
45,2,No,0,91,27.17,159.8,86,10.23,120.4,3,2.86,10.6,93,7.34,163.0,No,False
87,0,No,0,101,34.82,204.8,80,13.69,161.0,3,2.57,9.5,89,12.86,285.7,No,False
125,0,No,0,102,38.23,224.9,87,12.22,143.8,2,2.16,8.0,105,8.95,198.9,No,False
100,4,No,0,85,35.85,210.9,69,27.99,329.3,5,2.54,9.4,78,5.72,127.1,No,False
97,0,No,0,58,36.6,215.3,91,20.6,242.4,9,3.27,12.1,105,12.59,279.8,No,False
85,0,No,0,109,40.09,235.8,94,13.36,157.2,3,3.24,12.0,99,8.47,188.2,No,False
139,0,No,25,96,23.51,138.3,79,6.85,80.6,8,2.24,8.3,83,7.37,163.7,Yes,False
108,0,No,0,137,30.31,178.3,76,16.07,189.0,5,3.94,14.6,102,5.81,129.1,No,False
125,1,No,0,95,18.04,106.1,113,13.4,157.6,3,2.19,8.1,69,8.66,192.5,No,False
159,2,No,23,93,26.11,153.6,88,18.44,216.9,3,3.4,12.6,91,7.26,161.3,Yes,False
27,5,No,0,81,39.46,232.1,101,17.92,210.8,6,4.05,15.0,87,7.44,165.4,No,False
157,0,Yes,0,123,30.67,180.4,98,16.49,194.0,5,2.27,8.4,88,10.23,227.3,No,False
148,2,No,0,104,47.48,279.3,87,17.14,201.6,2,2.13,7.9,99,12.64,280.8,No,True
162,2,No,0,89,19.57,115.1,111,16.73,196.8,3,3.08,11.4,98,9.56,212.4,No,False
99,1,No,0,92,9.32,54.8,103,14.71,173.0,3,2.03,7.5,125,8.78,195.1,No,False
122,2,No,0,88,18.34,107.9,109,20.04,235.8,3,2.57,9.5,119,10.29,228.6,No,False
94,3,No,28,107,15.76,92.7,86,10.86,127.8,4,2.67,9.9,86,10.15,225.6,Yes,False
70,3,No,30,72,24.38,143.4,92,14.45,170.0,4,2.54,9.4,68,5.76,127.9,Yes,False
92,2,No,0,60,31.4,184.7,73,22.27,262.0,6,3.32,12.3,120,10.78,239.5,No,True
63,0,No,0,80,35.9,211.2,93,20.2,237.7,2,3.32,12.3,58,11.66,259.2,No,False
105,2,No,0,74,17.48,102.8,125,23.94,281.7,5,3.56,13.2,113,10.26,228.1,No,False
179,0,No,0,92,37.26,219.2,125,12.7,149.4,5,1.65,6.1,104,11.01,244.7,No,False
93,1,No,42,101,28.37,166.9,84,23.22,273.2,1,3.11,11.5,106,7.69,171.0,Yes,False
30,3,No,0,108,23.39,137.6,80,13.77,162.0,10,1.57,5.8,126,8.45,187.7,No,False
64,2,No,27,91,30.96,182.1,98,14.42,169.7,5,2.86,10.6,86,7.41,164.7,Yes,False
102,0,No,0,94,26.86,158.0,100,17.67,207.9,10,2.73,10.1,120,8.57,190.4,No,False
123,3,No,0,98,25.5,150.0,95,7.63,89.8,3,3.0,11.1,91,14.67,326.0,No,False
76,0,No,0,100,34.71,204.2,139,24.87,292.6,2,2.84,10.5,105,10.99,244.3,No,False
58,2,No,0,116,42.02,247.2,103,25.81,303.7,2,2.51,9.3,94,4.74,105.4,No,True
152,2,No,0,102,24.06,141.5,94,22.36,263.0,4,0.92,3.4,113,9.32,207.1,No,False
79,2,No,34,100,17.63,103.7,78,20.09,236.3,4,4.0,14.8,102,11.55,256.6,Yes,False
166,2,No,0,89,33.64,197.9,113,21.34,251.0,2,3.02,11.2,85,6.22,138.3,No,False
133,4,No,0,133,37.59,221.1,140,13.62,160.2,3,2.27,8.4,84,7.28,161.8,No,False
149,1,No,0,83,31.89,187.6,81,17.12,201.4,1,2.38,8.8,79,11.89,264.2,No,False
37,0,Yes,0,119,29.39,172.9,86,15.56,183.0,1,2.65,9.8,100,10.19,226.4,No,True
49,3,No,28,78,36.45,214.4,100,19.99,235.2,13,2.16,8.0,107,9.28,206.2,Yes,False
161,1,No,0,141,50.64,297.9,107,20.24,238.1,5,2.4,8.9,93,10.82,240.5,No,True
87,1,No,0,119,31.59,185.8,83,16.35,192.3,4,1.78,6.6,96,9.0,200.0,No,False
105,0,No,0,83,41.89,246.4,101,21.78,256.2,4,1.03,3.8,151,7.61,169.0,No,False
156,1,No,0,122,40.41,237.7,91,15.43,181.5,4,2.08,7.7,151,8.36,185.7,No,False
208,2,No,0,67,55.51,326.5,113,14.99,176.3,6,2.89,10.7,102,8.18,181.7,No,True
98,1,No,0,127,31.82,187.2,88,16.63,195.6,4,1.38,5.1,129,8.18,181.8,No,False
70,0,No,0,103,10.12,59.5,106,21.86,257.2,6,3.0,11.1,86,9.37,208.3,No,False
190,0,No,0,96,24.29,142.9,96,15.12,177.9,4,1.78,6.6,117,5.1,113.3,No,False
169,2,No,0,82,24.23,142.5,110,19.67,231.4,4,2.7,10.0,67,5.9,131.2,No,False
109,2,No,0,58,32.91,193.6,115,12.64,148.7,1,3.54,13.1,105,12.71,282.5,No,False
70,3,No,0,87,36.52,214.8,114,11.14,131.0,3,2.54,9.4,104,9.76,216.9,No,False
143,1,No,0,109,34.48,202.8,104,14.09,165.8,4,1.24,4.6,71,6.48,143.9,No,False
100,0,No,0,98,13.38,78.7,102,19.18,225.6,8,3.78,14.0,106,6.77,150.4,No,False
95,0,No,0,103,26.84,157.9,90,22.07,259.6,2,3.78,14.0,117,10.35,230.0,No,False
85,2,No,37,123,39.03,229.6,90,11.25,132.3,8,2.57,9.5,76,9.54,211.9,Yes,False
51,1,No,0,109,39.51,232.4,95,15.93,187.4,3,2.46,9.1,107,10.4,231.2,No,False
124,1,No,0,77,32.05,188.5,123,15.47,182.0,6,1.65,6.1,127,9.82,218.2,No,False
81,1,No,0,99,19.6,115.3,117,19.1,224.7,2,4.86,18.0,98,6.86,152.5,No,False
63,2,No,0,92,24.23,142.5,102,17.71,208.3,2,2.03,7.5,120,10.3,228.9,No,False
99,0,Yes,39,94,21.56,126.8,115,24.96,293.6,4,2.27,8.4,91,7.83,174.1,Yes,False
171,2,No,0,110,23.38,137.5,109,16.84,198.1,5,3.59,13.3,131,13.17,292.7,No,False
122,3,No,29,83,33.22,195.4,93,22.8,268.2,6,2.27,8.4,95,7.56,168.0,Yes,False
149,1,No,0,115,35.24,207.3,82,16.86,198.4,4,2.32,8.6,83,5.13,114.1,No,False
152,2,No,0,92,23.89,140.5,96,15.88,186.8,5,2.57,9.5,89,10.22,227.0,No,False
53,3,No,0,86,34.87,205.1,95,13.64,160.5,2,2.89,10.7,142,6.73,149.5,No,False
70,0,No,0,99,21.47,126.3,106,12.04,141.6,2,2.59,9.6,96,11.52,255.9,No,False
47,1,No,28,94,24.02,141.3,108,14.28,168.0,2,2.11,7.8,84,5.11,113.5,Yes,False
4,0,Yes,0,89,24.7,145.3,93,25.82,303.8,4,2.4,8.9,82,9.27,206.1,No,False
132,1,No,0,107,28.88,169.9,121,17.8,209.4,2,3.11,11.5,79,9.27,206.1,No,False
54,1,No,0,113,46.55,273.8,156,10.17,119.6,3,3.16,11.7,117,12.04,267.6,No,False
110,1,No,0,93,22.42,131.9,106,23.18,272.7,4,1.92,7.1,105,8.68,192.8,No,False
67,0,No,0,125,30.57,179.8,86,14.72,173.2,4,2.94,10.9,97,12.28,272.8,No,False
48,1,No,0,63,32.03,188.4,89,14.1,165.9,2,3.56,13.2,71,9.26,205.7,No,False
77,5,No,0,114,40.66,239.2,115,12.75,150.0,2,2.78,10.3,81,7.24,160.8,No,False
63,4,No,0,102,47.26,278.0,114,22.64,266.4,4,3.54,13.1,118,10.08,224.1,No,True
73,2,No,0,95,31.93,187.8,143,12.68,149.2,4,2.97,11.0,113,9.06,201.4,No,False
149,3,No,28,92,30.72,180.7,64,15.96,187.8,3,3.4,12.6,53,11.95,265.5,Yes,False
76,1,Yes,0,66,46.46,273.3,121,22.41,263.6,7,3.24,12.0,84,7.43,165.2,No,True
169,0,No,0,112,17.14,100.8,69,19.55,230.0,2,2.57,9.5,95,8.71,193.6,No,False
43,0,No,0,125,23.09,135.8,88,13.87,163.2,3,3.4,12.6,106,10.34,229.8,No,False
84,1,No,0,129,30.86,181.5,112,11.11,130.7,4,2.3,8.5,118,8.39,186.5,No,False
59,0,No,0,80,30.5,179.4,99,19.76,232.5,3,3.97,14.7,105,7.91,175.8,No,False
128,0,Yes,0,112,41.68,245.2,101,8.63,101.5,5,2.89,10.7,116,6.85,152.3,No,False
160,1,No,0,90,29.95,176.2,115,16.66,196.0,4,2.48,9.2,95,11.88,263.9,No,False
110,1,No,0,115,25.25,148.5,84,23.49,276.4,3,3.35,12.4,112,8.71,193.6,No,False
67,0,No,0,101,34.24,201.4,122,8.3,97.6,3,1.89,7.0,119,9.11,202.5,No,False
163,4,No,0,56,30.38,178.7,79,18.33,215.7,2,2.86,10.6,84,6.87,152.7,No,False
119,1,No,0,90,30.06,176.8,81,19.1,224.7,15,2.03,7.5,77,9.21,204.6,No,False
67,2,No,28,94,16.15,95.0,73,24.75,291.2,2,2.7,10.0,114,7.18,159.6,Yes,False
126,0,No,0,88,38.45,226.2,114,11.93,140.3,2,1.73,6.4,110,9.4,208.9,No,False
150,0,No,29,77,35.68,209.9,52,13.43,158.0,1,1.78,6.6,113,6.39,141.9,Yes,False
136,1,No,0,97,25.94,152.6,85,17.76,208.9,10,1.35,5.0,99,5.36,119.1,No,False
108,2,Yes,0,114,19.57,115.1,70,17.96,211.3,3,3.73,13.8,85,6.12,136.1,No,True
132,3,No,0,115,40.82,240.1,91,15.33,180.4,6,2.16,8.0,122,6.0,133.4,No,False
42,1,No,0,106,51.66,303.9,54,19.74,232.2,3,1.57,5.8,76,6.62,147.1,No,True
32,1,No,0,88,26.84,157.9,132,15.37,180.8,3,3.46,12.8,102,5.96,132.5,No,False
145,1,No,0,89,29.89,175.8,119,23.32,274.3,4,3.35,12.4,69,10.2,226.6,No,False
26,3,No,0,109,39.87,234.5,129,18.4,216.5,6,0.95,3.5,94,8.62,191.6,No,False
119,2,No,0,74,32.37,190.4,113,18.33,215.6,1,2.7,10.0,111,7.25,161.2,No,False
117,1,No,23,86,33.68,198.1,86,15.05,177.0,6,1.84,6.8,92,8.12,180.5,Yes,False
118,3,No,36,106,50.13,294.9,115,14.08,165.7,5,2.65,9.8,63,8.51,189.2,Yes,False
118,0,No,0,71,26.32,154.8,73,20.74,244.0,4,3.46,12.8,81,7.18,159.6,No,False
50,1,No,0,90,26.71,157.1,72,18.98,223.3,2,1.65,6.1,111,8.16,181.4,No,False
204,6,No,0,85,29.63,174.3,95,21.6,254.1,3,1.59,5.9,96,7.94,176.4,No,False
45,1,No,0,127,13.29,78.2,108,21.54,253.4,3,4.86,18.0,100,11.48,255.0,No,False
75,1,Yes,0,78,26.04,153.2,99,17.92,210.8,3,2.11,7.8,100,6.91,153.5,No,False
118,4,Yes,21,122,26.61,156.5,125,17.78,209.2,3,3.0,11.1,81,7.14,158.7,Yes,True
150,2,No,35,72,23.73,139.6,170,28.29,332.8,2,2.38,8.8,105,9.62,213.8,Yes,False
75,1,No,0,70,34.56,203.3,97,19.46,228.9,3,3.86,14.3,118,10.0,222.2,No,False
120,1,No,0,110,42.86,252.1,103,19.22,226.1,3,3.73,13.8,83,7.0,155.6,No,False
74,1,No,0,105,29.26,172.1,99,17.99,211.7,6,3.13,11.6,105,8.2,182.2,No,False
11,2,No,0,130,24.38,143.4,50,24.6,289.4,6,2.62,9.7,100,8.73,194.0,No,False
165,6,No,0,91,26.21,154.2,108,22.83,268.6,4,2.94,10.9,99,8.5,188.8,No,False
80,2,No,0,106,25.26,148.6,65,17.92,210.8,2,2.7,10.0,86,9.17,203.7,No,False
128,1,No,40,88,29.1,171.2,109,12.38,145.7,6,3.78,14.0,93,8.86,196.8,Yes,False
37,0,No,0,69,32.49,191.1,113,10.98,129.2,1,3.48,12.9,117,9.34,207.5,No,False
115,6,No,26,107,28.99,170.5,77,18.46,217.2,5,3.67,13.6,71,10.16,225.7,Yes,False
60,1,No,0,147,30.48,179.3,89,17.76,208.9,6,3.65,13.5,98,11.17,248.2,No,True
59,1,No,32,120,36.02,211.9,136,17.25,202.9,5,2.38,8.8,95,9.61,213.5,Yes,False
91,1,No,0,123,26.01,153.0,127,11.99,141.1,15,2.78,10.3,76,7.72,171.5,No,True
114,3,No,4,96,24.02,141.3,88,19.58,230.4,3,2.54,9.4,85,10.07,223.7,Yes,False
42,0,No,32,80,27.85,163.8,123,15.11,177.8,5,2.19,8.1,106,8.57,190.4,Yes,False
35,2,No,0,59,30.46,179.2,101,24.08,283.3,7,1.57,5.8,83,12.84,285.4,No,False
161,2,No,0,121,18.28,107.5,46,21.79,256.4,3,3.4,12.6,131,11.12,247.2,No,False
89,1,No,32,113,35.68,209.9,104,21.23,249.8,7,2.35,8.7,92,10.09,224.2,Yes,False
99,7,No,0,107,23.07,135.7,103,17.71,208.4,3,2.38,8.8,95,9.4,209.0,No,True
107,3,No,0,94,24.97,146.9,111,9.72,114.3,5,3.08,11.4,97,5.15,114.5,No,False
57,1,No,29,121,47.58,279.9,109,18.96,223.1,2,3.51,13.0,94,11.33,251.7,Yes,False
149,3,No,0,91,37.01,217.7,74,23.25,273.5,3,2.59,9.6,99,10.21,226.9,No,False
95,4,No,0,65,40.48,238.1,98,15.91,187.2,4,3.19,11.8,115,8.55,190.0,No,False
129,3,No,30,95,30.14,177.3,102,18.0,211.8,7,2.51,9.3,108,10.81,240.2,Yes,False
137,1,No,0,115,17.8,104.7,144,21.23,249.8,2,2.4,8.9,99,8.65,192.3,No,False
154,1,No,35,76,11.03,64.9,91,15.65,184.1,1,3.94,14.6,75,6.82,151.6,Yes,False
128,1,No,0,75,27.0,158.8,91,22.51,264.8,7,2.05,7.6,77,12.15,270.0,No,False
157,4,No,0,105,37.52,220.7,127,10.14,119.3,7,3.11,11.5,113,7.43,165.1,No,False
197,0,No,0,96,39.76,233.9,111,18.61,218.9,3,2.57,9.5,109,8.23,182.9,No,False
91,2,No,0,116,22.9,134.7,98,25.1,295.3,5,1.78,6.6,121,8.8,195.5,No,False
72,2,No,0,114,28.2,165.9,97,20.05,235.9,5,3.24,12.0,120,9.45,210.1,No,False
95,1,No,0,99,22.95,135.0,106,15.61,183.6,9,3.38,12.5,102,11.04,245.3,No,False
61,2,No,0,118,33.61,197.7,96,12.94,152.2,3,1.89,7.0,93,9.95,221.0,No,False
34,1,No,0,65,30.7,180.6,99,23.83,280.4,3,1.35,5.0,105,13.16,292.4,No,False
113,3,No,0,93,36.7,215.9,85,20.41,240.1,5,1.32,4.9,123,7.05,156.7,No,False
124,1,Yes,0,89,41.58,244.6,80,16.05,188.8,4,3.05,11.3,114,9.27,206.0,No,False
86,2,No,0,71,25.19,148.2,91,24.23,285.1,3,1.67,6.2,155,7.49,166.4,No,False
199,0,No,34,121,39.2,230.6,99,18.65,219.4,2,2.16,8.0,94,13.47,299.3,Yes,False
47,0,No,28,70,19.07,112.2,106,13.16,154.8,2,2.86,10.6,105,7.5,166.7,Yes,False
169,1,No,0,79,40.07,235.7,85,11.64,136.9,10,3.59,13.3,97,9.94,220.9,No,False
94,1,No,38,124,28.92,170.1,116,16.43,193.3,4,3.46,12.8,73,4.77,105.9,Yes,False
53,2,No,0,98,31.42,184.8,125,18.39,216.4,3,4.97,18.4,116,6.35,141.1,No,False
